,kepid,kepler_name,kepoi_name,koi_disposition,koi_ror,koi_steff,koi_srad,koi_count,koi_num_transits,koi_prad,koi_fittype,koi_eccen,koi_period
833,4455231,Kepler-288 b,K01332.02,CONFIRMED,0.013336,5661.0,1.522,3,183.0,2.22,LS+MCMC,0.0,6.09747233
834,4455231,Kepler-288 d,K01332.03,CONFIRMED,0.022163,5661.0,1.522,3,21.0,3.68,LS+MCMC,0.0,56.637918
837,8972058,Kepler-115 c,K00159.01,CONFIRMED,0.021706,5881.0,1.171,2,147.0,2.78,LS+MCMC,0.0,8.99088621
847,7832356,Kepler-855 b,K01456.01,CONFIRMED,0.07252,5847.0,1.135,1,145.0,8.99,LS+MCMC,0.0,7.886632468
848,9643874,Kepler-856 b,K01457.01,CONFIRMED,0.087025,5569.0,0.887,1,142.0,8.43,LS+MCMC,0.0,8.027681123
850,8583696,Kepler-803 b,K01275.01,CONFIRMED,0.030461,5900.0,1.167,1,24.0,3.88,LS+MCMC,0.0,50.28635977
854,4155328,Kepler-820 b,K01335.01,CONFIRMED,0.039937,6505.0,2.17,1,10.0,9.46,LS+MCMC,0.0,127.8334997
855,4077526,Kepler-58 b,K01336.01,CONFIRMED,0.019663,6100.0,1.083,4,107.0,2.33,LS+MCMC,0.0,10.21864532
856,4077526,Kepler-58 c,K01336.02,CONFIRMED,0.02484,6100.0,1.083,4,68.0,2.94,LS+MCMC,0.0,15.573637
857,4077526,Kepler-58 d,K01336.03,CONFIRMED,0.024714,6100.0,1.083,4,26.0,2.92,LS+MCMC,0.0,40.1015561
861,2441495,Kepler-479 b,K00166.01,CONFIRMED,0.025332,5207.0,0.795,1,107.0,2.2,LS+MCMC,0.0,12.49340725
862,9455556,Kepler-294 c,K01396.01,CONFIRMED,0.025799,5616.0,0.903,2,194.0,2.54,LS+MCMC,0.0,6.62643441
863,9455556,Kepler-294 b,K01396.02,CONFIRMED,0.016399,5616.0,0.903,2,337.0,1.62,LS+MCMC,0.0,3.70122061
865,3732821,Kepler-790 b,K01207.01,CONFIRMED,0.032176,5196.0,0.772,1,99.0,2.71,LS+MCMC,0.0,13.73474071
868,3962357,Kepler-791 b,K01210.01,CONFIRMED,0.020953,6143.0,1.507,1,75.0,3.45,LS+MCMC,0.0,14.55387488
870,8394721,Kepler-79 e,K00152.04,CONFIRMED,0.020793,6198.0,1.324,4,17.0,3.01,LS+MCMC,0.0,81.0637895
871,8609450,Kepler-282 d,K01278.01,CONFIRMED,0.022674,5600.0,0.872,5,52.0,2.16,LS+MCMC,0.0,24.8056775
872,6541920,Kepler-11 c,K00157.01,CONFIRMED,0.025235,5657.0,1.046,6,99.0,2.88,LS+MCMC,0.0,13.02493307
873,8609450,Kepler-282 e,K01278.02,CONFIRMED,0.025732,5600.0,0.872,5,33.0,2.45,LS+MCMC,0.0,44.3471936
874,8609450,Kepler-282 b,K01278.03,CONFIRMED,0.010738,5600.0,0.872,5,137.0,1.02,LS+MCMC,0.0,9.2207691
875,8609450,Kepler-282 c,K01278.04,CONFIRMED,0.011586,5600.0,0.872,5,96.0,1.1,LS+MCMC,0.0,13.6396648
876,4243911,Kepler-821 b,K01337.01,CONFIRMED,0.014398,5194.0,0.815,1,700.0,1.28,LS+MCMC,0.0,1.922799706
877,4466677,Kepler-822 b,K01338.01,CONFIRMED,0.014062,5823.0,0.96,3,413.0,1.47,LS+MCMC,0.0,3.222975318
880,4135665,Kepler-823 b,K01339.01,CONFIRMED,0.015888,5689.0,1.313,1,324.0,2.28,LS+MCMC,0.0,4.16811839
885,9034103,Kepler-832 b,K01402.01,CONFIRMED,0.020664,6014.0,0.993,1,186.0,2.24,LS+MCMC,0.0,7.13969705
886,9214942,Kepler-833 b,K01403.01,CONFIRMED,0.028262,3976.0,0.54,1,71.0,1.67,LS+MCMC,0.0,18.75470238
888,3749134,Kepler-792 b,K01212.01,CONFIRMED,0.015086,5730.0,1.122,1,117.0,1.85,LS+MCMC,0.0,11.30123036
890,3660924,Kepler-793 b,K01214.01,CONFIRMED,0.012577,5776.0,1.047,1,249.0,1.44,LS+MCMC,0.0,4.24153629
891,3939150,Kepler-277 b,K01215.01,CONFIRMED,0.0155,5968.0,1.857,2,78.0,3.14,LS+MCMC,0.0,17.32419108
892,8628758,Kepler-804 b,K01279.01,CONFIRMED,0.016643,5768.0,1.067,2,95.0,1.94,LS+MCMC,0.0,14.37457572
893,8628758,Kepler-804 c,K01279.02,CONFIRMED,0.009238,5768.0,1.067,2,138.0,1.08,LS+MCMC,0.0,9.65188331
896,8822366,Kepler-805 b,K01282.01,CONFIRMED,0.017519,5977.0,1.571,1,47.0,3.01,LS+MCMC,0.0,30.8639476
897,8972058,Kepler-115 b,K00159.02,CONFIRMED,0.009671,5881.0,1.171,2,524.0,1.24,LS+MCMC,0.0,2.403640701
899,4650674,Kepler-824 b,K01341.01,CONFIRMED,0.013852,5940.0,1.215,1,295.0,1.84,LS+MCMC,0.0,4.51436096
900,4275721,Kepler-825 b,K01342.01,CONFIRMED,0.012228,6224.0,0.969,2,290.0,1.29,LS+MCMC,0.0,3.77359871
901,4275721,Kepler-825 c,K01342.02,CONFIRMED,0.016756,6224.0,0.969,2,125.0,1.77,LS+MCMC,0.0,8.18182189
902,8874090,Kepler-834 b,K01404.01,CONFIRMED,0.025595,3751.0,0.45,2,102.0,1.26,LS+MCMC,0.0,13.32389352
903,11666881,Kepler-480 b,K00167.01,CONFIRMED,0.019011,6236.0,1.378,1,272.0,2.86,LS+MCMC,0.0,4.919584997
904,9264949,Kepler-835 b,K01405.01,CONFIRMED,0.025962,6311.0,1.172,1,117.0,3.32,LS+MCMC,0.0,11.41911886
905,9271752,Kepler-836 b,K01406.01,CONFIRMED,0.023554,6244.0,1.009,1,118.0,2.6,LS+MCMC,0.0,11.36113254
908,3939150,Kepler-277 c,K01215.02,CONFIRMED,0.015448,5968.0,1.857,2,38.0,3.13,LS+MCMC,0.0,33.0063185
909,3839488,Kepler-794 b,K01216.01,CONFIRMED,0.013138,5800.0,1.435,1,123.0,2.06,LS+MCMC,0.0,11.13127159
911,3442055,Kepler-795 A b,K01218.01,CONFIRMED,0.016028,5618.0,0.996,1,46.0,1.74,LS+MCMC,0.0,29.6193891
913,12252424,Kepler-113 c,K00153.01,CONFIRMED,0.031128,4728.0,0.693,2,140.0,2.36,LS+MCMC,0.0,8.925079516
914,8700771,Kepler-806 b,K01283.01,CONFIRMED,0.009433,5774.0,1.395,1,168.0,1.44,LS+MCMC,0.0,8.0922105
916,6541920,Kepler-11 d,K00157.02,CONFIRMED,0.028022,5657.0,1.046,6,57.0,3.2,LS+MCMC,0.0,22.687155
921,4136466,Kepler-826 b,K01344.01,CONFIRMED,0.009999,6060.0,1.257,1,300.0,1.37,LS+MCMC,0.0,4.48758768
926,9391208,Kepler-837 b,K01409.01,CONFIRMED,0.031445,5818.0,0.855,1,82.0,2.94,LS+MCMC,0.0,16.56062577
927,9391506,Kepler-838 b,K01410.01,CONFIRMED,0.024707,6191.0,1.025,1,85.0,2.77,LS+MCMC,0.0,15.74958583
928,8950853,Kepler-839 b,K01412.01,CONFIRMED,0.021172,5988.0,1.314,1,37.0,3.04,LS+MCMC,0.0,37.8145252
929,9006449,Kepler-295 b,K01413.01,CONFIRMED,0.016062,5607.0,0.886,3,110.0,1.55,LS+MCMC,0.0,12.64504291
930,9006449,Kepler-295 c,K01413.02,CONFIRMED,0.014029,5607.0,0.886,3,61.0,1.36,LS+MCMC,0.0,21.5262958
931,9006449,Kepler-295 d,K01413.03,CONFIRMED,0.017958,5607.0,0.886,3,36.0,1.74,LS+MCMC,0.0,33.8845825
932,4043190,Kepler-796 b,K01220.01,CONFIRMED,0.012298,5426.0,1.421,1,207.0,1.91,LS+MCMC,0.0,6.40087137
933,3640905,Kepler-278 b,K01221.01,CONFIRMED,0.013612,5010.0,3.051,2,44.0,4.54,LS+MCMC,0.0,30.1599411
934,3640905,Kepler-278 c,K01221.02,CONFIRMED,0.010971,5010.0,3.051,2,24.0,3.66,LS+MCMC,0.0,51.0771048
938,10790387,Kepler-807 b,K01288.01,CONFIRMED,0.088538,6392.0,1.072,1,11.0,10.36,LS+MCMC,0.0,117.93110803
948,7303287,Kepler-289 c,K01353.01,CONFIRMED,0.101632,5933.0,1.115,3,10.0,12.37,LS+MCMC,0.0,125.86540191
949,7303287,Kepler-289 b,K01353.02,CONFIRMED,0.021969,5933.0,1.115,3,38.0,2.67,LS+MCMC,0.0,34.5439452
950,11512246,Kepler-23 c,K00168.01,CONFIRMED,0.018486,5761.0,1.518,3,126.0,3.06,LS+MCMC,0.0,10.74241765
953,11517719,Kepler-840 b,K01416.01,CONFIRMED,0.145407,6039.0,0.992,1,537.0,15.75,LS+MCMC,0.0,2.495780169
960,12252424,Kepler-113 b,K00153.02,CONFIRMED,0.026463,4728.0,0.693,2,278.0,2.0,LS+MCMC,0.0,4.75400072
964,10874614,Kepler-6 b,K00017.01,CONFIRMED,0.092633,5640.0,1.291,1,335.0,13.06,LS+MCMC,0.0,3.234699282
965,6541920,Kepler-11 e,K00157.03,CONFIRMED,0.036106,5657.0,1.046,6,41.0,4.12,LS+MCMC,0.0,31.99552485
969,7211141,Kepler-827 b,K01355.01,CONFIRMED,0.053923,5671.0,1.442,1,25.0,8.49,LS+MCMC,0.0,51.92920654
973,5084942,Kepler-475 b,K00161.01,CONFIRMED,0.030988,4989.0,0.791,1,433.0,2.68,LS+MCMC,0.0,3.105507835
977,11497958,Kepler-296 A c,K01422.01,CONFIRMED,0.033032,3526.0,0.383,5,178.0,1.38,LS+MCMC,0.0,5.841636615
978,11497958,Kepler-296 A d,K01422.02,CONFIRMED,0.036352,3526.0,0.383,5,53.0,1.52,LS+MCMC,0.0,19.85029495
979,11512246,Kepler-23 d,K00168.02,CONFIRMED,0.013073,5761.0,1.518,3,86.0,2.17,LS+MCMC,0.0,15.27443889
986,10604335,Kepler-283 b,K01298.01,CONFIRMED,0.033903,4141.0,0.582,2,125.0,2.15,LS+MCMC,0.0,11.00817635
987,10604335,Kepler-283 c,K01298.02,CONFIRMED,0.029388,4141.0,0.582,2,14.0,1.87,LS+MCMC,0.0,92.7495777
988,10864656,Kepler-432 b,K01299.01,CONFIRMED,0.027341,4976.0,4.157,1,25.0,12.41,LS+MCMC,0.0,52.5008645
989,10975146,Kepler-808 b,K01300.01,CONFIRMED,0.020758,4441.0,0.53,1,2115.0,1.2,LS+MCMC,0.0,0.63133171
990,10538176,Kepler-284 b,K01301.01,CONFIRMED,0.027241,5291.0,0.882,2,94.0,2.62,LS+MCMC,0.0,12.69905011
996,11497958,Kepler-296 A b,K01422.03,CONFIRMED,0.027366,3526.0,0.383,5,97.0,1.14,LS+MCMC,0.0,10.8644095
997,11177707,Kepler-841 b,K01423.01,CONFIRMED,0.056842,5066.0,1.659,1,8.0,10.3,LS+MCMC,0.0,124.4197175
998,11611600,Kepler-842 b,K01424.01,CONFIRMED,0.01975,4838.0,0.701,1,1098.0,1.51,LS+MCMC,0.0,1.219568047
999,11254382,Kepler-843 b,K01425.01,CONFIRMED,0.021331,5632.0,1.176,1,653.0,2.74,LS+MCMC,0.0,2.05388477
1000,11122894,Kepler-297 b,K01426.01,CONFIRMED,0.028726,5618.0,0.897,3,36.0,2.81,LS+MCMC,0.0,38.86848956
1001,6677841,Kepler-279 c,K01236.01,CONFIRMED,0.029539,6366.0,1.697,4,36.0,5.47,LS+MCMC,0.0,35.7353616
1002,6677841,Kepler-279 b,K01236.02,CONFIRMED,0.020619,6366.0,1.697,4,112.0,3.82,LS+MCMC,0.0,12.30971679
1003,6677841,Kepler-279 d,K01236.03,CONFIRMED,0.027453,6781.0,1.067,4,23.0,3.2,MCMC,0.0,54.4205407
1006,6383821,Kepler-797 b,K01238.01,CONFIRMED,0.020659,5936.0,0.965,1,50.0,2.18,LS+MCMC,0.0,27.07237655
1007,10538176,Kepler-284 c,K01301.02,CONFIRMED,0.027815,5291.0,0.882,2,34.0,2.68,LS+MCMC,0.0,37.5142128
1008,10724369,Kepler-809 b,K01302.01,CONFIRMED,0.029803,5949.0,0.962,1,27.0,3.13,LS+MCMC,0.0,55.6391882
1009,6541920,Kepler-11 f,K00157.04,CONFIRMED,0.022055,5657.0,1.046,6,28.0,2.52,LS+MCMC,0.0,46.6856205
1011,10744335,Kepler-810 b,K01304.01,CONFIRMED,0.016167,5999.0,0.959,1,235.0,1.69,LS+MCMC,0.0,4.59726613
1013,5177104,Kepler-904 b,K01603.01,CONFIRMED,0.012175,6201.0,0.989,1,444.0,1.31,LS+MCMC,0.0,3.02168007
1017,8230616,Kepler-316 b,K01713.02,CONFIRMED,0.019474,4198.0,0.574,2,598.0,1.22,LS+MCMC,0.0,2.240486703
1019,9838949,Kepler-935 b,K01716.01,CONFIRMED,0.016458,4929.0,0.861,1,276.0,1.55,LS+MCMC,0.0,4.88084456
1020,9895006,Kepler-936 b,K01717.01,CONFIRMED,0.018973,5610.0,1.171,1,128.0,2.43,LS+MCMC,0.0,10.56137217
1021,9896558,Kepler-937 b,K01718.01,CONFIRMED,0.028764,6127.0,1.08,2,13.0,3.39,LS+MCMC,0.0,67.6690554
1022,9589323,Kepler-861 b,K01488.01,CONFIRMED,0.025401,5155.0,0.836,1,341.0,2.32,LS+MCMC,0.0,3.949627144
1025,9726659,Kepler-862 b,K01491.01,CONFIRMED,0.022587,5258.0,0.873,1,278.0,2.15,LS+MCMC,0.0,3.148661555
1027,5371776,Kepler-304 b,K01557.01,CONFIRMED,0.037296,4723.0,0.691,4,327.0,2.81,LS+MCMC,0.0,3.295701024
1028,5371776,Kepler-304 d,K01557.02,CONFIRMED,0.031946,4723.0,0.691,4,104.0,2.41,LS+MCMC,0.0,9.65349016
1029,5371776,Kepler-304 c,K01557.03,CONFIRMED,0.030923,4723.0,0.691,4,181.0,2.33,LS+MCMC,0.0,5.315954488
1030,9573539,Kepler-484 b,K00180.01,CONFIRMED,0.023478,5632.0,0.853,1,128.0,2.19,LS+MCMC,0.0,10.04556377
1031,5371776,Kepler-304 e,K01557.04,CONFIRMED,0.014494,4723.0,0.691,4,629.0,1.09,LS+MCMC,0.0,1.499144441
1032,9886661,Kepler-905 b,K01606.01,CONFIRMED,0.014971,5430.0,0.858,1,262.0,1.4,LS+MCMC,0.0,5.082748362
1034,10055126,Kepler-311 b,K01608.01,CONFIRMED,0.01313,5903.0,1.156,3,146.0,1.66,LS+MCMC,0.0,9.17617167
1035,10055126,Kepler-311 c,K01608.02,CONFIRMED,0.01279,5903.0,1.156,3,63.0,1.61,LS+MCMC,0.0,19.7383992
1036,5009743,Kepler-906 b,K01609.01,CONFIRMED,0.019191,5997.0,0.971,1,33.0,2.03,LS+MCMC,0.0,41.6980186
1038,10019065,Kepler-938 b,K01721.01,CONFIRMED,0.023543,5339.0,1.433,1,26.0,3.68,LS+MCMC,0.0,52.6298542
1039,7950644,Kepler-427 b,K00192.01,CONFIRMED,0.089546,5803.0,1.373,1,128.0,13.43,LS+MCMC,0.0,10.290994129
1040,10080248,Kepler-939 b,K01722.01,CONFIRMED,0.017825,5822.0,0.837,1,91.0,1.63,LS+MCMC,0.0,14.8783945
1041,10213902,Kepler-940 b,K01723.01,CONFIRMED,0.03337,6108.0,0.997,1,23.0,3.63,LS+MCMC,0.0,59.6222627
1044,7629518,Kepler-863 b,K01495.01,CONFIRMED,0.027042,5900.0,0.929,1,84.0,2.74,LS+MCMC,0.0,15.59466045
1045,10810838,Kepler-482 b,K00174.01,CONFIRMED,0.033885,4802.0,0.701,1,19.0,2.59,LS+MCMC,0.0,56.35407916
1053,10963065,Kepler-408 b,K01612.01,CONFIRMED,0.005276,6139.0,1.194,1,426.0,0.69,LS+MCMC,0.0,2.465024332
1054,6268648,Kepler-907 b,K01613.01,CONFIRMED,0.009192,6099.0,1.308,3,68.0,1.31,LS+MCMC,0.0,15.86624787
1056,5357901,Kepler-425 b,K00188.01,CONFIRMED,0.108759,5167.0,0.848,1,356.0,10.07,LS+MCMC,0.0,3.797018259
1057,4278221,Kepler-908 A b,K01615.01,CONFIRMED,0.009466,5992.0,1.125,1,801.0,1.16,LS+MCMC,0.0,1.340596782
1058,10214162,Kepler-941 b,K01724.01,CONFIRMED,0.031088,6018.0,0.969,1,66.0,3.29,LS+MCMC,0.0,17.42393582
1059,10905746,Kepler-1651 A b,K01725.01,CONFIRMED,0.034764,3609.0,0.422,1,57.0,1.6,LS+MCMC,0.0,9.8786461
1060,8242434,Kepler-942 b,K01726.01,CONFIRMED,0.025141,4827.0,0.729,1,30.0,2.0,LS+MCMC,0.0,44.96407458
1061,6185331,Kepler-943 b,K01727.01,CONFIRMED,0.057313,5774.0,0.818,1,21.0,5.12,LS+MCMC,0.0,49.7700907
1064,9636135,Kepler-864 b,K01498.01,CONFIRMED,0.022847,6213.0,1.195,2,234.0,2.98,LS+MCMC,0.0,5.83376197
1066,7841925,Kepler-865 b,K01499.01,CONFIRMED,0.024336,5440.0,0.885,3,90.0,2.35,LS+MCMC,0.0,14.16400071
1069,5219234,Kepler-305 b,K01563.01,CONFIRMED,0.037656,5103.0,0.787,4,207.0,3.24,LS+MCMC,0.0,5.48711441
1070,5219234,Kepler-305 c,K01563.02,CONFIRMED,0.037401,5103.0,0.787,4,132.0,3.21,LS+MCMC,0.0,8.29084167
1072,5219234,Kepler-305 d,K01563.04,CONFIRMED,0.029747,5103.0,0.787,4,60.0,2.56,LS+MCMC,0.0,16.73869035
1074,9015738,Kepler-909 b,K01616.01,CONFIRMED,0.01259,6026.0,1.207,2,47.0,1.66,LS+MCMC,0.0,13.93291548
1075,7215603,Kepler-910 b,K01618.01,CONFIRMED,0.004888,6250.0,1.543,1,571.0,0.82,LS+MCMC,0.0,2.36436762
1077,5561278,Kepler-911 b,K01621.01,CONFIRMED,0.011737,6065.0,1.877,1,67.0,2.41,LS+MCMC,0.0,20.31047472
1079,6387542,Kepler-912 b,K01626.01,CONFIRMED,0.022945,5662.0,0.806,1,450.0,2.02,LS+MCMC,0.0,2.53475568
1081,6869184,Kepler-944 b,K01732.01,CONFIRMED,0.028621,5654.0,0.774,1,32.0,2.42,LS+MCMC,0.0,43.3167427
1084,6604328,Kepler-945 b,K01736.01,CONFIRMED,0.023218,6090.0,1.071,1,41.0,2.72,LS+MCMC,0.0,31.0033072
1086,7439316,Kepler-866 b,K01501.01,CONFIRMED,0.019867,4831.0,0.724,1,514.0,1.57,LS+MCMC,0.0,2.617028373
1089,12400538,Kepler-867 b,K01503.01,CONFIRMED,0.044645,5604.0,0.943,1,10.0,4.6,LS+MCMC,0.0,150.2412582
1090,5184584,Kepler-891 b,K01564.01,CONFIRMED,0.053288,5919.0,1.0,1,24.0,5.82,LS+MCMC,0.0,53.44944498
1093,5438099,Kepler-306 c,K01567.01,CONFIRMED,0.027225,4955.0,0.721,4,158.0,2.14,LS+MCMC,0.0,7.24022418
1094,5438099,Kepler-306 b,K01567.02,CONFIRMED,0.023132,4955.0,0.721,4,228.0,1.82,LS+MCMC,0.0,4.64622383
1095,6543893,Kepler-913 b,K01627.01,CONFIRMED,0.029321,6068.0,1.797,3,111.0,5.75,LS+MCMC,0.0,10.29674097
1097,6975129,Kepler-312 c,K01628.01,CONFIRMED,0.020906,6243.0,1.149,3,66.0,2.62,LS+MCMC,0.0,19.74733983
1098,11391018,Kepler-486 b,K00189.01,CONFIRMED,0.131544,4939.0,0.765,1,35.0,10.99,LS+MCMC,0.0,30.360445359
1099,8685497,Kepler-914 b,K01629.01,CONFIRMED,0.011829,5836.0,1.166,1,306.0,1.51,LS+MCMC,0.0,4.4096675
1102,8197343,Kepler-946 b,K01746.01,CONFIRMED,0.018403,5619.0,1.199,1,114.0,2.41,LS+MCMC,0.0,11.79161234
1104,6786348,Kepler-947 b,K01749.01,CONFIRMED,0.022247,5754.0,0.905,1,54.0,2.2,LS+MCMC,0.0,26.964501
1105,6209677,Kepler-948 b,K01750.01,CONFIRMED,0.013457,5447.0,0.917,2,173.0,1.35,LS+MCMC,0.0,7.76845639
1107,9813499,Kepler-868 b,K01505.01,CONFIRMED,0.025553,5970.0,0.908,1,264.0,2.53,LS+MCMC,0.0,5.03257009
1108,12254792,Kepler-869 b,K01506.01,CONFIRMED,0.032104,5813.0,0.833,1,35.0,2.92,LS+MCMC,0.0,40.4286676
1109,12020218,Kepler-870 b,K01507.01,CONFIRMED,0.023225,6170.0,0.992,1,64.0,2.52,LS+MCMC,0.0,21.3588236
1110,7690844,Kepler-871 b,K01508.01,CONFIRMED,0.02939,5900.0,0.951,1,61.0,3.05,LS+MCMC,0.0,22.0459163
1112,5438099,Kepler-306 d,K01567.03,CONFIRMED,0.028301,4955.0,0.721,4,67.0,2.23,LS+MCMC,0.0,17.32670445
1113,5438099,Kepler-306 e,K01567.04,CONFIRMED,0.034889,4955.0,0.721,4,20.0,2.75,LS+MCMC,0.0,44.8411168
1115,8009350,Kepler-892 b,K01569.01,CONFIRMED,0.036806,4802.0,0.699,1,98.0,2.81,LS+MCMC,0.0,13.75207851
1116,8082001,Kepler-893 b,K01570.01,CONFIRMED,0.029391,6108.0,1.03,1,174.0,3.31,LS+MCMC,0.0,6.33855946
1118,9277896,Kepler-915 b,K01632.01,CONFIRMED,0.012245,6056.0,1.381,1,291.0,1.85,LS+MCMC,0.0,4.59489816
1119,9401997,Kepler-916 b,K01633.01,CONFIRMED,0.019489,5246.0,0.891,1,43.0,1.9,LS+MCMC,0.0,32.2964275
1120,10686864,Kepler-917 b,K01637.01,CONFIRMED,0.020967,5068.0,0.743,1,362.0,1.7,LS+MCMC,0.0,2.97041801
1126,9631995,Kepler-422 b,K00022.01,CONFIRMED,0.093464,5972.0,1.237,1,169.0,12.63,LS+MCMC,0.0,7.891448838
1128,7901948,Kepler-872 b,K01511.01,CONFIRMED,0.017525,5743.0,0.853,1,524.0,1.63,LS+MCMC,0.0,2.578852119
1130,6442377,Kepler-483 b,K00176.01,CONFIRMED,0.021046,6325.0,1.518,1,46.0,3.49,LS+MCMC,0.0,30.22910274
1134,10004519,Kepler-894 b,K01572.01,CONFIRMED,0.027603,6170.0,0.992,1,118.0,2.99,LS+MCMC,0.0,9.80321143
1137,10879038,Kepler-918 b,K01641.01,CONFIRMED,0.016263,5778.0,0.968,1,219.0,1.72,LS+MCMC,0.0,4.8538404
1138,10990917,Kepler-919 b,K01643.01,CONFIRMED,0.016086,6093.0,1.025,1,96.0,1.8,LS+MCMC,0.0,11.04605365
1142,9729691,Kepler-949 b,K01751.01,CONFIRMED,0.029843,5211.0,0.895,2,126.0,2.92,LS+MCMC,0.0,8.689301216
1145,10904857,Kepler-488 b,K00194.01,CONFIRMED,0.130153,6122.0,0.996,1,435.0,14.16,LS+MCMC,0.0,3.120828136
1148,7871954,Kepler-303 b,K01515.01,CONFIRMED,0.016332,4042.0,0.49,2,688.0,0.87,LS+MCMC,0.0,1.937029968
1149,7871954,Kepler-303 c,K01515.02,CONFIRMED,0.022906,4042.0,0.49,2,172.0,1.23,LS+MCMC,0.0,7.06117322
1150,12418724,Kepler-873 b,K01516.01,CONFIRMED,0.026301,6325.0,1.112,1,66.0,3.19,LS+MCMC,0.0,20.55331441
1151,7456001,Kepler-874 b,K01517.01,CONFIRMED,0.028574,6026.0,0.992,1,33.0,3.1,LS+MCMC,0.0,40.0686713
1152,10028792,Kepler-87 b,K01574.01,CONFIRMED,0.06617,5597.0,1.699,4,11.0,12.28,LS+MCMC,0.0,114.73658
1153,10028792,Kepler-87 c,K01574.02,CONFIRMED,0.034854,5597.0,1.699,4,4.0,6.47,LS+MCMC,0.0,191.239133
1156,5299459,Kepler-307 b,K01576.01,CONFIRMED,0.02789,5511.0,0.987,3,132.0,3.01,LS+MCMC,0.0,10.41572666
1157,11153121,Kepler-313 b,K01647.01,CONFIRMED,0.015631,5726.0,1.483,3,70.0,2.53,LS+MCMC,0.0,14.97031664
1158,11153121,Kepler-313 c,K01647.02,CONFIRMED,0.01424,5726.0,1.483,3,30.0,2.31,LS+MCMC,0.0,32.2753853
1163,3967760,Kepler-317 b,K01760.01,CONFIRMED,0.02055,5334.0,1.004,2,194.0,2.25,LS+MCMC,0.0,5.52418625
1164,3967760,Kepler-317 c,K01760.02,CONFIRMED,0.017427,5334.0,1.004,2,119.0,1.91,LS+MCMC,0.0,8.77514782
1167,7549209,Kepler-875 b,K01518.01,CONFIRMED,0.026833,5783.0,0.88,1,48.0,2.58,LS+MCMC,0.0,27.5071114
1168,7663405,Kepler-876 b,K01519.01,CONFIRMED,0.015692,5157.0,0.904,2,261.0,1.55,LS+MCMC,0.0,5.1443645
1169,9765975,Kepler-877 b,K01520.01,CONFIRMED,0.024147,5311.0,0.948,1,73.0,2.5,LS+MCMC,0.0,18.45848388
1170,9818462,Kepler-878 b,K01521.01,CONFIRMED,0.022458,5167.0,0.796,1,50.0,1.95,LS+MCMC,0.0,25.9421582
1172,5299459,Kepler-307 c,K01576.02,CONFIRMED,0.025138,5511.0,0.987,3,102.0,2.71,LS+MCMC,0.0,13.08424286
1173,9651668,Kepler-423 b,K00183.01,CONFIRMED,0.121923,5561.0,0.956,1,501.0,12.73,LS+MCMC,0.0,2.684328541
1175,12506770,Kepler-895 b,K01577.01,CONFIRMED,0.022156,4153.0,0.581,1,472.0,1.41,LS+MCMC,0.0,2.806243488
1178,11337372,Kepler-920 b,K01650.01,CONFIRMED,0.028965,5301.0,0.977,2,129.0,3.09,LS+MCMC,0.0,6.53194024
1179,11337833,Kepler-921 b,K01651.01,CONFIRMED,0.020447,6032.0,0.929,1,21.0,2.07,LS+MCMC,0.0,51.3011844
1181,11547505,Kepler-922 b,K01655.01,CONFIRMED,0.013337,5499.0,1.087,1,1135.0,1.58,LS+MCMC,0.0,0.938466959
1183,11502867,Kepler-426 b,K00195.01,CONFIRMED,0.115425,5720.0,0.903,1,413.0,11.38,LS+MCMC,0.0,3.217518511
1184,9909735,Kepler-318 b,K01779.01,CONFIRMED,0.037636,5729.0,0.939,2,233.0,3.86,LS+MCMC,0.0,4.66271902
1185,9909735,Kepler-318 c,K01779.02,CONFIRMED,0.033946,5729.0,0.939,2,85.0,3.48,LS+MCMC,0.0,11.8150174
1186,11551692,Kepler-411 A c,K01781.01,CONFIRMED,0.04418,4920.0,0.72,3,135.0,3.47,LS+MCMC,0.0,7.834433676
1187,11551692,Kepler-411 A b,K01781.02,CONFIRMED,0.027938,4920.0,0.72,3,342.0,2.2,LS+MCMC,0.0,3.005156911
1188,12266636,Kepler-879 b,K01522.01,CONFIRMED,0.022235,5833.0,1.022,2,39.0,2.48,LS+MCMC,0.0,33.3856176
1191,7869917,Kepler-880 b,K01525.01,CONFIRMED,0.016382,6900.0,2.599,2,180.0,4.65,LS+MCMC,0.0,7.71467686
1192,9824805,Kepler-881 b,K01526.01,CONFIRMED,0.01451,6240.0,1.079,1,302.0,1.71,LS+MCMC,0.0,4.4444826
1195,7939330,Kepler-896 b,K01581.02,CONFIRMED,0.034847,5510.0,0.803,2,10.0,3.06,LS+MCMC,0.0,144.551628
1197,12602568,Kepler-897 b,K01583.01,CONFIRMED,0.025096,5840.0,0.849,1,166.0,2.33,LS+MCMC,0.0,8.04727721
1198,9941066,Kepler-898 b,K01584.01,CONFIRMED,0.021514,4166.0,0.612,1,230.0,1.44,LS+MCMC,0.0,5.87063416
1199,5972334,Kepler-487 b,K00191.01,CONFIRMED,0.112441,5422.0,0.887,4,71.0,10.89,LS+MCMC,0.0,15.358767771
1205,7831264,Kepler-116 c,K00171.02,CONFIRMED,0.015742,6122.0,1.439,2,98.0,2.47,LS+MCMC,0.0,13.07141889
1211,7691260,Kepler-882 b,K01528.01,CONFIRMED,0.012443,5229.0,0.688,1,341.0,0.93,LS+MCMC,0.0,3.989544192
