,kepid,kepler_name,kepoi_name,koi_disposition,koi_ror,koi_steff,koi_srad,koi_count,koi_num_transits,koi_prad,koi_fittype,koi_eccen,koi_period
3357,8344004,Kepler-188 c,K00573.01,CONFIRMED,0.024912,5622.0,1.089,2,225.0,2.96,LS+MCMC,0.0,5.996533443
3358,8344004,Kepler-188 b,K00573.02,CONFIRMED,0.013746,5622.0,1.089,2,617.0,1.63,LS+MCMC,0.0,2.06190864
3359,8355239,Kepler-189 c,K00574.01,CONFIRMED,0.032994,4963.0,0.826,2,69.0,2.98,LS+MCMC,0.0,20.13490007
3361,6508221,Kepler-152 c,K00416.02,CONFIRMED,0.036768,5176.0,0.738,4,16.0,2.96,LS+MCMC,0.0,88.2553729
3365,8352537,Kepler-547 b,K00420.01,CONFIRMED,0.047131,4882.0,0.738,1,225.0,3.8,LS+MCMC,0.0,6.010383339
3369,10577994,Kepler-165 b,K00475.01,CONFIRMED,0.024994,5081.0,0.77,2,166.0,2.1,LS+MCMC,0.0,8.1808949
3370,10577994,Kepler-165 c,K00475.02,CONFIRMED,0.027875,5081.0,0.77,2,87.0,2.34,LS+MCMC,0.0,15.31296388
3371,10599206,Kepler-566 b,K00476.01,CONFIRMED,0.026288,4768.0,0.779,1,73.0,2.24,LS+MCMC,0.0,18.42794957
3379,10227020,Kepler-223 d,K00730.01,CONFIRMED,0.025359,5814.0,1.248,4,69.0,3.46,LS+MCMC,0.0,14.78767172
3380,4563268,Kepler-625 c,K00627.02,CONFIRMED,0.010027,5604.0,0.912,2,311.0,1.0,LS+MCMC,0.0,4.16536757
3381,4644604,Kepler-626 b,K00628.01,CONFIRMED,0.024271,5784.0,1.085,1,95.0,2.88,LS+MCMC,0.0,14.48584765
3382,4656049,Kepler-627 b,K00629.01,CONFIRMED,0.021549,6419.0,1.362,1,34.0,3.2,LS+MCMC,0.0,40.6992062
3385,4742414,Kepler-628 b,K00631.01,CONFIRMED,0.059289,5868.0,1.407,1,88.0,9.11,LS+MCMC,0.0,15.458056682
3389,7764367,Kepler-644 b,K00685.01,CONFIRMED,0.017772,6432.0,1.584,1,422.0,3.07,LS+MCMC,0.0,3.173914037
3393,10227020,Kepler-223 c,K00730.02,CONFIRMED,0.019691,5814.0,1.248,4,82.0,2.68,LS+MCMC,0.0,9.84824649
3394,10227020,Kepler-223 e,K00730.03,CONFIRMED,0.026226,5814.0,1.248,4,51.0,3.57,LS+MCMC,0.0,19.7243672
3395,6678383,Kepler-104 A d,K00111.03,CONFIRMED,0.023742,5979.0,1.005,4,25.0,2.61,LS+MCMC,0.0,51.75530504
3397,10227020,Kepler-223 b,K00730.04,CONFIRMED,0.017768,5814.0,1.248,4,128.0,2.42,LS+MCMC,0.0,7.38443269
3400,4827723,Kepler-629 b,K00632.01,CONFIRMED,0.014748,5411.0,0.831,1,186.0,1.34,LS+MCMC,0.0,7.23858162
3401,4841374,Kepler-630 b,K00633.01,CONFIRMED,0.028533,5761.0,1.044,1,7.0,3.25,LS+MCMC,0.0,161.4746786
3405,8161561,Kepler-645 b,K00688.01,CONFIRMED,0.016437,6185.0,1.972,1,409.0,3.54,LS+MCMC,0.0,3.275821982
3406,8361905,Kepler-646 b,K00689.01,CONFIRMED,0.018967,5656.0,0.737,1,41.0,1.53,LS+MCMC,0.0,15.87360981
3409,11250587,Kepler-464 b,K00107.01,CONFIRMED,0.020856,5858.0,1.549,1,184.0,3.53,LS+MCMC,0.0,7.256962446
3411,8480285,Kepler-647 b,K00691.02,CONFIRMED,0.010102,5956.0,1.098,2,81.0,1.21,LS+MCMC,0.0,16.2254975
3412,10265898,Kepler-656 b,K00732.01,CONFIRMED,0.034238,5550.0,0.954,3,1056.0,3.57,LS+MCMC,0.0,1.260258822
3416,10271806,Kepler-224 c,K00733.01,CONFIRMED,0.042444,5016.0,0.679,4,226.0,3.15,LS+MCMC,0.0,5.924993927
3417,10271806,Kepler-224 d,K00733.02,CONFIRMED,0.03229,5016.0,0.679,4,109.0,2.39,LS+MCMC,0.0,11.34934848
3419,5113822,Kepler-199 b,K00638.01,CONFIRMED,0.03015,5750.0,0.882,2,46.0,2.9,LS+MCMC,0.0,23.6421965
3420,5113822,Kepler-199 c,K00638.02,CONFIRMED,0.036415,5750.0,0.882,2,15.0,3.51,LS+MCMC,0.0,67.0930642
3421,5120087,Kepler-631 b,K00639.01,CONFIRMED,0.019546,6141.0,1.352,1,72.0,2.89,LS+MCMC,0.0,17.97979816
3422,5121511,Kepler-632 b,K00640.01,CONFIRMED,0.026055,5324.0,0.853,1,44.0,2.43,LS+MCMC,0.0,30.99664113
3423,8557374,Kepler-213 b,K00692.01,CONFIRMED,0.012128,5736.0,1.008,2,544.0,1.33,LS+MCMC,0.0,2.462344253
3424,8557374,Kepler-213 c,K00692.02,CONFIRMED,0.020176,5736.0,1.008,2,256.0,2.22,LS+MCMC,0.0,4.822969318
3426,8738735,Kepler-214 c,K00693.01,CONFIRMED,0.01708,6000.0,1.044,2,46.0,1.95,LS+MCMC,0.0,28.7796446
3427,8738735,Kepler-214 b,K00693.02,CONFIRMED,0.017953,6000.0,1.044,2,80.0,2.05,LS+MCMC,0.0,15.66057688
3428,8802165,Kepler-648 b,K00694.01,CONFIRMED,0.029277,5679.0,0.972,1,80.0,3.11,LS+MCMC,0.0,17.42115972
3429,10271806,Kepler-224 b,K00733.03,CONFIRMED,0.018691,5016.0,0.679,4,402.0,1.39,LS+MCMC,0.0,3.13295351
3430,10271806,Kepler-224 e,K00733.04,CONFIRMED,0.028845,5016.0,0.679,4,60.0,2.14,LS+MCMC,0.0,18.64349986
3432,10272442,Kepler-657 b,K00734.01,CONFIRMED,0.031008,5955.0,0.91,2,55.0,3.08,LS+MCMC,0.0,24.5434566
3433,10984090,Kepler-466 b,K00112.01,CONFIRMED,0.024683,5833.0,1.022,2,29.0,2.75,LS+MCMC,0.0,51.07926451
3440,8805348,Kepler-649 b,K00695.01,CONFIRMED,0.022053,5739.0,0.896,1,45.0,2.16,LS+MCMC,0.0,29.90721859
3443,8878187,Kepler-650 b,K00697.01,CONFIRMED,0.022926,5827.0,1.447,1,216.0,3.62,LS+MCMC,0.0,3.032147946
3444,4914423,Kepler-103 b,K00108.01,CONFIRMED,0.021282,5880.0,1.433,2,84.0,3.33,LS+MCMC,0.0,15.96532718
3447,10340423,Kepler-225 c,K00736.01,CONFIRMED,0.035431,4126.0,0.602,3,72.0,2.33,LS+MCMC,0.0,18.79418506
3448,10340423,Kepler-225 b,K00736.02,CONFIRMED,0.021833,4126.0,0.602,3,193.0,1.44,LS+MCMC,0.0,6.73893544
3450,10358759,Kepler-29 b,K00738.01,CONFIRMED,0.031329,5730.0,0.87,2,107.0,2.98,LS+MCMC,0.0,10.3392408
3451,5374854,Kepler-633 b,K00645.01,CONFIRMED,0.014143,5877.0,1.265,2,120.0,1.95,LS+MCMC,0.0,8.50339249
3454,5531694,Kepler-634 b,K00647.01,CONFIRMED,0.01336,6011.0,1.409,2,265.0,2.06,LS+MCMC,0.0,5.16949729
3457,8962094,Kepler-215 d,K00700.01,CONFIRMED,0.024615,5677.0,0.828,4,45.0,2.23,LS+MCMC,0.0,30.86436512
3458,8962094,Kepler-215 b,K00700.02,CONFIRMED,0.015651,5677.0,0.828,4,136.0,1.42,LS+MCMC,0.0,9.36059705
3459,8962094,Kepler-215 c,K00700.03,CONFIRMED,0.013386,5677.0,0.828,4,86.0,1.21,LS+MCMC,0.0,14.6672293
3460,8962094,Kepler-215 e,K00700.04,CONFIRMED,0.015986,5677.0,0.828,4,16.0,1.45,LS+MCMC,0.0,68.1609897
3461,10358759,Kepler-29 c,K00738.02,CONFIRMED,0.029278,5730.0,0.87,2,79.0,2.78,LS+MCMC,0.0,13.28689997
3462,10386984,Kepler-658 b,K00739.01,CONFIRMED,0.024255,3736.0,0.525,1,1044.0,1.39,LS+MCMC,0.0,1.287076693
3464,10395381,Kepler-659 b,K00740.01,CONFIRMED,0.032562,4869.0,0.687,1,76.0,2.44,LS+MCMC,0.0,17.6717714
3466,5613330,Kepler-635 b,K00649.01,CONFIRMED,0.016268,6188.0,1.524,2,60.0,2.71,LS+MCMC,0.0,23.44970494
3470,5796675,Kepler-636 A b,K00652.01,CONFIRMED,0.049706,5303.0,0.817,1,77.0,4.43,LS+MCMC,0.0,16.080657264
3471,9002278,Kepler-62 d,K00701.01,CONFIRMED,0.027346,4926.0,0.662,5,73.0,1.98,LS+MCMC,0.0,18.16407304
3473,9002278,Kepler-62 b,K00701.02,CONFIRMED,0.018387,4926.0,0.662,5,230.0,1.33,LS+MCMC,0.0,5.71489692
3474,9002278,Kepler-62 e,K00701.03,CONFIRMED,0.023749,4926.0,0.662,5,11.0,1.72,LS+MCMC,0.0,122.3858681
3476,4914423,Kepler-103 c,K00108.02,CONFIRMED,0.034951,5880.0,1.433,2,7.0,5.47,LS+MCMC,0.0,179.609803
3479,5941160,Kepler-200 b,K00654.01,CONFIRMED,0.017524,5675.0,0.915,2,123.0,1.75,LS+MCMC,0.0,8.59481851
3480,5941160,Kepler-200 c,K00654.02,CONFIRMED,0.017212,5675.0,0.915,2,94.0,1.72,LS+MCMC,0.0,10.22215697
3481,5966154,Kepler-201 b,K00655.01,CONFIRMED,0.020797,6034.0,1.179,2,50.0,2.68,LS+MCMC,0.0,25.6721559
3482,5966154,Kepler-201 c,K00655.02,CONFIRMED,0.019153,6034.0,1.179,2,10.0,2.47,LS+MCMC,0.0,151.8851881
3487,9458613,Kepler-33 d,K00707.01,CONFIRMED,0.025733,5900.0,1.694,5,62.0,4.76,LS+MCMC,0.0,21.77568158
3488,9458613,Kepler-33 f,K00707.02,CONFIRMED,0.021195,5900.0,1.694,5,35.0,3.92,LS+MCMC,0.0,41.0283424
3491,6020753,Kepler-202 b,K00657.01,CONFIRMED,0.020652,4671.0,0.68,2,257.0,1.53,LS+MCMC,0.0,4.069425638
3493,6020753,Kepler-202 c,K00657.02,CONFIRMED,0.025366,4671.0,0.68,2,66.0,1.88,LS+MCMC,0.0,16.28247625
3494,6062088,Kepler-203 b,K00658.01,CONFIRMED,0.022069,5821.0,1.085,3,428.0,2.61,LS+MCMC,0.0,3.162692075
3495,9458613,Kepler-33 e,K00707.03,CONFIRMED,0.019205,5900.0,1.694,5,42.0,3.55,LS+MCMC,0.0,31.7848157
3496,9458613,Kepler-33 c,K00707.04,CONFIRMED,0.015243,5900.0,1.694,5,94.0,2.82,LS+MCMC,0.0,13.17555999
3497,9458613,Kepler-33 b,K00707.05,CONFIRMED,0.009996,5900.0,1.694,5,204.0,1.85,LS+MCMC,0.0,5.66815821
3498,9530945,Kepler-216 c,K00708.01,CONFIRMED,0.022193,6086.0,1.216,2,76.0,2.95,LS+MCMC,0.0,17.40665216
3501,6062088,Kepler-203 c,K00658.02,CONFIRMED,0.021479,5821.0,1.085,3,232.0,2.54,LS+MCMC,0.0,5.370639542
3502,6062088,Kepler-203 d,K00658.03,CONFIRMED,0.011589,5821.0,1.085,3,115.0,1.37,LS+MCMC,0.0,11.32977062
3503,6125481,Kepler-637 b,K00659.01,CONFIRMED,0.016596,5460.0,3.231,1,58.0,5.86,LS+MCMC,0.0,23.20579353
3504,6267535,Kepler-638 b,K00660.01,CONFIRMED,0.015794,5460.0,1.346,1,173.0,2.32,LS+MCMC,0.0,6.07972016
3506,6347299,Kepler-204 b,K00661.01,CONFIRMED,0.02071,5815.0,1.198,2,75.0,2.71,LS+MCMC,0.0,14.40090414
3507,9530945,Kepler-216 b,K00708.02,CONFIRMED,0.015935,6086.0,1.216,2,168.0,2.12,LS+MCMC,0.0,7.69363627
3508,9578686,Kepler-651 b,K00709.01,CONFIRMED,0.02406,5376.0,0.825,1,64.0,2.17,LS+MCMC,0.0,21.3851584
3509,9590976,Kepler-217 b,K00710.01,CONFIRMED,0.011506,6167.0,1.689,3,255.0,2.12,LS+MCMC,0.0,5.37493289
3510,9590976,Kepler-217 c,K00710.02,CONFIRMED,0.009957,6167.0,1.689,3,149.0,1.84,LS+MCMC,0.0,8.58600968
3512,9590976,Kepler-217 d,K00710.03,CONFIRMED,0.007007,6167.0,1.689,3,312.0,1.29,LS+MCMC,0.0,3.88688862
3515,4832837,Kepler-621 b,K00605.01,CONFIRMED,0.029172,3939.0,0.557,2,508.0,1.77,LS+MCMC,0.0,2.628117322
3519,6347299,Kepler-204 c,K00661.02,CONFIRMED,0.013624,5815.0,1.198,2,43.0,1.78,LS+MCMC,0.0,25.6613816
3520,6365156,Kepler-639 b,K00662.01,CONFIRMED,0.015775,5843.0,1.332,1,131.0,2.29,LS+MCMC,0.0,10.21418792
3521,6425957,Kepler-205 b,K00663.01,CONFIRMED,0.022754,4121.0,0.553,2,372.0,1.37,LS+MCMC,0.0,2.755637216
3524,6425957,Kepler-205 c,K00663.02,CONFIRMED,0.026202,4121.0,0.553,2,48.0,1.58,LS+MCMC,0.0,20.30652862
3525,9597345,Kepler-218 c,K00711.01,CONFIRMED,0.02674,5497.0,1.046,3,26.0,3.05,LS+MCMC,0.0,44.6996563
3526,9597345,Kepler-218 b,K00711.02,CONFIRMED,0.012902,5497.0,1.046,3,371.0,1.47,LS+MCMC,0.0,3.619309734
3527,9597345,Kepler-218 d,K00711.03,CONFIRMED,0.023514,5497.0,1.046,3,11.0,2.69,LS+MCMC,0.0,124.5245224
3533,5686174,Kepler-622 b,K00610.01,CONFIRMED,0.027965,4102.0,0.595,1,73.0,1.82,LS+MCMC,0.0,14.28228147
3536,6462863,Kepler-89 A b,K00094.04,CONFIRMED,0.010306,6181.0,1.331,4,154.0,1.5,LS+MCMC,0.0,3.743166733
3537,6442340,Kepler-206 c,K00664.01,CONFIRMED,0.014821,5762.0,1.143,3,101.0,1.85,LS+MCMC,0.0,13.13747785
3538,6442340,Kepler-206 b,K00664.02,CONFIRMED,0.010595,5762.0,1.143,3,167.0,1.32,LS+MCMC,0.0,7.78199862
3540,6442340,Kepler-206 d,K00664.03,CONFIRMED,0.010373,5762.0,1.143,3,53.0,1.29,LS+MCMC,0.0,23.4433748
3541,6685609,Kepler-207 d,K00665.01,CONFIRMED,0.021224,5918.0,1.555,3,224.0,3.6,LS+MCMC,0.0,5.868066282
3542,6685609,Kepler-207 b,K00665.02,CONFIRMED,0.010126,5918.0,1.555,3,775.0,1.72,LS+MCMC,0.0,1.61189046
3543,9450647,Kepler-465 b,K00110.01,CONFIRMED,0.020908,6215.0,1.259,1,138.0,2.87,LS+MCMC,0.0,9.940666412
3544,9702072,Kepler-652 b,K00714.01,CONFIRMED,0.02602,5328.0,0.865,1,321.0,2.46,LS+MCMC,0.0,4.182001885
3548,9873254,Kepler-653 b,K00717.01,CONFIRMED,0.014617,5676.0,1.28,2,88.0,2.04,LS+MCMC,0.0,14.70749512
3549,6587002,Kepler-196 b,K00612.01,CONFIRMED,0.025087,5132.0,0.77,3,47.0,2.11,LS+MCMC,0.0,20.73989406
3550,6587002,Kepler-196 c,K00612.02,CONFIRMED,0.02774,5132.0,0.77,3,20.0,2.33,LS+MCMC,0.0,47.4277116
3552,7368664,Kepler-434 b,K00614.01,CONFIRMED,0.072414,5963.0,1.424,1,102.0,11.26,LS+MCMC,0.0,12.874712426
3554,6685609,Kepler-207 c,K00665.03,CONFIRMED,0.009729,5918.0,1.555,3,348.0,1.65,LS+MCMC,0.0,3.07155284
3555,6707835,Kepler-640 b,K00666.01,CONFIRMED,0.026424,5629.0,0.943,1,62.0,2.72,LS+MCMC,0.0,22.24814617
3559,10318874,Kepler-94 b,K00104.01,CONFIRMED,0.039108,4780.0,0.761,1,540.0,3.25,LS+MCMC,0.0,2.508057497
3561,9873254,Kepler-653 c,K00717.02,CONFIRMED,0.005833,5676.0,1.28,2,1445.0,0.82,LS+MCMC,0.0,0.900375925
3562,9884104,Kepler-219 b,K00718.01,CONFIRMED,0.020175,5788.0,1.495,3,297.0,3.29,LS+MCMC,0.0,4.585466941
3563,9884104,Kepler-219 c,K00718.02,CONFIRMED,0.024589,5788.0,1.495,3,55.0,4.01,LS+MCMC,0.0,22.71443351
3564,9884104,Kepler-219 d,K00718.03,CONFIRMED,0.02177,5788.0,1.495,3,28.0,3.55,LS+MCMC,0.0,47.903427
3565,9950612,Kepler-220 c,K00719.01,CONFIRMED,0.025742,4499.0,0.639,4,147.0,1.8,LS+MCMC,0.0,9.034190783
3568,10353968,Kepler-623 b,K00618.01,CONFIRMED,0.028977,5672.0,0.929,1,117.0,2.94,LS+MCMC,0.0,9.07098164
3570,11773022,Kepler-51 b,K00620.01,CONFIRMED,0.072072,6046.0,0.972,3,29.0,7.65,LS+MCMC,0.0,45.15535633
3571,7033671,Kepler-641 b,K00670.01,CONFIRMED,0.016446,5672.0,1.204,1,140.0,2.16,LS+MCMC,0.0,9.48965527
3572,7040629,Kepler-208 b,K00671.01,CONFIRMED,0.011156,5966.0,1.499,4,313.0,1.83,LS+MCMC,0.0,4.22865217
3574,7040629,Kepler-208 c,K00671.02,CONFIRMED,0.010079,5966.0,1.499,4,165.0,1.65,LS+MCMC,0.0,7.46662068
3575,7040629,Kepler-208 e,K00671.03,CONFIRMED,0.010516,5966.0,1.499,4,72.0,1.72,LS+MCMC,0.0,16.25951967
3576,7040629,Kepler-208 d,K00671.04,CONFIRMED,0.009009,5966.0,1.499,4,105.0,1.47,LS+MCMC,0.0,11.1317901
3577,9950612,Kepler-220 d,K00719.02,CONFIRMED,0.012866,4499.0,0.639,4,47.0,0.9,LS+MCMC,0.0,28.1224393
3578,6678383,Kepler-104 A b,K00111.01,CONFIRMED,0.021404,5979.0,1.005,4,116.0,2.35,LS+MCMC,0.0,11.427550984
3580,9950612,Kepler-220 e,K00719.03,CONFIRMED,0.016968,4499.0,0.639,4,29.0,1.18,LS+MCMC,0.0,45.9029768
3581,9950612,Kepler-220 b,K00719.04,CONFIRMED,0.012296,4499.0,0.639,4,313.0,0.86,LS+MCMC,0.0,4.159816554
3582,9963524,Kepler-221 c,K00720.01,CONFIRMED,0.035077,5244.0,0.81,4,185.0,3.1,LS+MCMC,0.0,5.69059163
3583,5780885,Kepler-7 b,K00097.01,CONFIRMED,0.079898,6036.0,1.909,1,277.0,16.66,LS+MCMC,0.0,4.885488596
3584,11773022,Kepler-51 d,K00620.02,CONFIRMED,0.098365,6046.0,0.972,3,10.0,10.44,LS+MCMC,0.0,130.17802962
3585,11773022,Kepler-51 c,K00620.03,CONFIRMED,0.059763,6046.0,0.972,3,14.0,6.34,LS+MCMC,0.0,85.3162004
3588,12068975,Kepler-197 A c,K00623.01,CONFIRMED,0.011865,6003.0,1.109,4,128.0,1.44,LS+MCMC,0.0,10.34973276
3589,7115785,Kepler-209 b,K00672.01,CONFIRMED,0.025603,5506.0,0.914,3,83.0,2.56,LS+MCMC,0.0,16.08786246
3591,7115785,Kepler-209 c,K00672.02,CONFIRMED,0.029414,5506.0,0.914,3,34.0,2.94,LS+MCMC,0.0,41.74938613
3593,7124613,Kepler-642 b,K00673.01,CONFIRMED,0.015765,6570.0,2.297,1,304.0,3.95,LS+MCMC,0.0,4.41746257
3594,8711794,Kepler-463 b,K00105.01,CONFIRMED,0.029697,5666.0,0.967,1,153.0,3.14,LS+MCMC,0.0,8.981014925
3595,7277317,Kepler-643 b,K00674.01,CONFIRMED,0.036942,4877.0,2.595,1,40.0,10.47,LS+MCMC,0.0,16.33888067
3597,9963524,Kepler-221 d,K00720.02,CONFIRMED,0.033566,5244.0,0.81,4,104.0,2.97,LS+MCMC,0.0,10.04157214
3598,9963524,Kepler-221 e,K00720.03,CONFIRMED,0.040429,5244.0,0.81,4,58.0,3.58,LS+MCMC,0.0,18.36974658
3599,9963524,Kepler-221 b,K00720.04,CONFIRMED,0.018787,5244.0,0.81,4,351.0,1.66,LS+MCMC,0.0,2.79590004
3600,9964801,Kepler-654 b,K00721.01,CONFIRMED,0.016659,5817.0,1.171,1,77.0,2.13,LS+MCMC,0.0,13.72462702
3601,9965439,Kepler-655 b,K00722.01,CONFIRMED,0.019827,6086.0,1.227,1,25.0,2.66,LS+MCMC,0.0,46.40626
3603,12068975,Kepler-197 A d,K00623.02,CONFIRMED,0.011755,6003.0,1.109,4,72.0,1.42,LS+MCMC,0.0,15.67750191
3604,12068975,Kepler-197 A b,K00623.03,CONFIRMED,0.010106,6003.0,1.109,4,231.0,1.22,LS+MCMC,0.0,5.59931543
3605,12068975,Kepler-197 A e,K00623.04,CONFIRMED,0.007878,6003.0,1.109,4,43.0,0.95,LS+MCMC,0.0,25.2100146
3606,3541946,Kepler-198 b,K00624.01,CONFIRMED,0.026716,5569.0,0.927,3,75.0,2.7,LS+MCMC,0.0,17.79001678
3607,3541946,Kepler-198 c,K00624.02,CONFIRMED,0.028762,5569.0,0.927,3,25.0,2.91,LS+MCMC,0.0,49.5674085
3608,10264660,Kepler-14 b,K00098.01,CONFIRMED,0.045139,6372.0,2.001,1,198.0,9.86,LS+MCMC,0.0,6.790120801
3610,7447200,Kepler-210 c,K00676.01,CONFIRMED,0.055326,3912.0,0.533,2,166.0,3.22,LS+MCMC,0.0,7.972510087
3611,7447200,Kepler-210 b,K00676.02,CONFIRMED,0.038903,3912.0,0.533,2,500.0,2.26,LS+MCMC,0.0,2.453236139
3613,7509886,Kepler-211 c,K00678.01,CONFIRMED,0.014443,5297.0,0.825,2,213.0,1.3,LS+MCMC,0.0,6.0404622
3614,7509886,Kepler-211 b,K00678.02,CONFIRMED,0.014382,5297.0,0.825,2,321.0,1.3,LS+MCMC,0.0,4.13852825
3615,10002866,Kepler-222 b,K00723.01,CONFIRMED,0.036449,5431.0,0.843,3,331.0,3.36,LS+MCMC,0.0,3.936993144
3616,10002866,Kepler-222 d,K00723.02,CONFIRMED,0.039445,5431.0,0.843,3,43.0,3.63,LS+MCMC,0.0,28.08185982
3617,6678383,Kepler-104 A c,K00111.02,CONFIRMED,0.021099,5979.0,1.005,4,52.0,2.32,LS+MCMC,0.0,23.66834635
3618,10002866,Kepler-222 c,K00723.03,CONFIRMED,0.05115,5431.0,0.843,3,132.0,4.71,LS+MCMC,0.0,10.08881066
3621,3541946,Kepler-198 d,K00624.03,CONFIRMED,0.014172,5569.0,0.927,3,992.0,1.43,LS+MCMC,0.0,1.311842968
3623,4478168,Kepler-624 b,K00626.01,CONFIRMED,0.018838,6063.0,1.191,2,74.0,2.45,LS+MCMC,0.0,14.58649856
3626,4563268,Kepler-625 b,K00627.01,CONFIRMED,0.018961,5604.0,0.912,2,175.0,1.89,LS+MCMC,0.0,7.75192755
3627,7515212,Kepler-212 c,K00679.01,CONFIRMED,0.020187,5867.0,1.356,2,44.0,2.99,LS+MCMC,0.0,31.80475991
3628,7515212,Kepler-212 b,K00679.02,CONFIRMED,0.00623,5867.0,1.356,2,76.0,0.92,LS+MCMC,0.0,16.2580276
3629,7529266,Kepler-435 b,K00680.01,CONFIRMED,0.062067,6093.0,3.913,1,156.0,26.52,LS+MCMC,0.0,8.600153929
3640,3867615,Kepler-379 b,K02289.02,CONFIRMED,0.011476,6053.0,1.26,2,51.0,1.58,LS+MCMC,0.0,20.0983676
3647,6226908,Kepler-1546 b,K04068.01,CONFIRMED,0.033991,5569.0,1.019,1,22.0,3.78,LS+MCMC,0.0,19.597317
3651,9956082,Kepler-1557 b,K04139.01,CONFIRMED,0.011906,6260.0,1.063,1,356.0,1.38,LS+MCMC,0.0,3.74031708
3657,6755944,Kepler-1547 b,K04072.01,CONFIRMED,0.008898,6105.0,2.304,1,1491.0,2.24,LS+MCMC,0.0,0.692978457
3664,9334893,Kepler-1178 b,K02298.02,CONFIRMED,0.011023,4729.0,0.525,3,41.0,0.63,LS+MCMC,0.0,31.8055128
3666,10000941,Kepler-1558 b,K04146.01,CONFIRMED,0.008606,5115.0,0.854,2,384.0,0.8,LS+MCMC,0.0,3.50472344
3667,9455677,Kepler-1548 b,K04076.01,CONFIRMED,0.022786,5349.0,1.032,1,11.0,2.57,LS+MCMC,0.0,124.827797
3681,3937814,Kepler-1549 b,K04084.01,CONFIRMED,0.024625,5323.0,0.995,3,7.0,2.68,LS+MCMC,0.0,214.881456
3692,4770617,Kepler-1154 c,K02243.02,CONFIRMED,0.015703,6172.0,1.471,3,140.0,2.52,LS+MCMC,0.0,8.45805119
3693,6106282,Kepler-440 b,K04087.01,CONFIRMED,0.026318,4133.0,0.561,1,10.0,1.61,LS+MCMC,0.0,101.1107014
3700,11709124,Kepler-154 c,K00435.05,CONFIRMED,0.028719,5688.0,0.971,6,21.0,3.05,LS+MCMC,0.0,62.3026877
3701,9022166,Kepler-368 c,K02175.02,CONFIRMED,0.019396,5508.0,1.988,2,9.0,4.21,LS+MCMC,0.0,72.3826983
3708,3103227,Kepler-1550 b,K04091.01,CONFIRMED,0.024932,5929.0,1.363,1,5.0,3.71,LS+MCMC,0.0,225.585245
3709,4850961,Kepler-1551 b,K04092.01,CONFIRMED,0.021608,6392.0,1.162,1,43.0,2.74,LS+MCMC,0.0,24.4972683
3721,10714072,Kepler-1541 b,K04024.01,CONFIRMED,0.011643,5365.0,1.533,1,162.0,1.95,LS+MCMC,0.0,8.40693068
3730,6607644,Kepler-1559 b,K04159.01,CONFIRMED,0.008139,5196.0,0.889,1,1376.0,0.79,LS+MCMC,0.0,0.971915957
3731,7610663,Kepler-1560 b,K04160.01,CONFIRMED,0.008297,5755.0,0.993,1,446.0,0.9,LS+MCMC,0.0,3.03196812
3747,7838675,Kepler-1561 b,K04169.01,CONFIRMED,0.009003,5718.0,0.863,1,1329.0,0.85,LS+MCMC,0.0,1.005205893
3754,7100673,Kepler-1542 b,K04032.01,CONFIRMED,0.007162,5574.0,1.065,5,341.0,0.83,LS+MCMC,0.0,3.95116635
3755,7100673,Kepler-1542 c,K04032.02,CONFIRMED,0.006001,5574.0,1.065,5,407.0,0.7,LS+MCMC,0.0,2.89223998
3759,3747817,Kepler-1552 b,K04103.01,CONFIRMED,0.027576,5273.0,0.801,2,8.0,2.41,LS+MCMC,0.0,184.77271
3763,10089911,Kepler-1543 b,K04034.01,CONFIRMED,0.015917,6303.0,3.53,2,157.0,6.14,LS+MCMC,0.0,6.96704926
3765,11415243,Kepler-1544 b,K04036.01,CONFIRMED,0.021852,4798.0,0.707,1,9.0,1.69,LS+MCMC,0.0,168.81133
3766,3548044,Kepler-371 c,K02194.02,CONFIRMED,0.016483,5670.0,0.95,3,22.0,1.71,LS+MCMC,0.0,67.968656
3789,11401767,Kepler-372 d,K02195.02,CONFIRMED,0.017063,6056.0,1.209,3,43.0,2.25,LS+MCMC,0.0,30.0899459
3791,11709124,Kepler-154 f,K00435.06,CONFIRMED,0.012428,5688.0,0.971,6,127.0,1.32,LS+MCMC,0.0,9.91937693
3793,8613535,Kepler-1165 b,K02263.02,CONFIRMED,0.012482,6249.0,1.076,3,141.0,1.47,LS+MCMC,0.0,9.47850818
3795,3955817,Kepler-1553 b,K04117.01,CONFIRMED,0.012243,5072.0,0.825,1,319.0,1.1,LS+MCMC,0.0,4.24263096
3801,10360722,Kepler-1545 b,K04051.01,CONFIRMED,0.029844,4999.0,0.843,1,6.0,2.75,LS+MCMC,0.0,163.692336
3805,6349881,Kepler-1554 b,K04121.01,CONFIRMED,0.03061,5275.0,0.969,1,7.0,3.24,LS+MCMC,0.0,198.088873
3813,11401767,Kepler-372 b,K02195.03,CONFIRMED,0.013842,6056.0,1.209,3,182.0,1.83,LS+MCMC,0.0,6.84978728
3816,9718066,Kepler-378 c,K02287.02,CONFIRMED,0.010783,4657.0,0.67,2,48.0,0.79,LS+MCMC,0.0,28.9060526
3817,9272070,Kepler-1555 b,K04126.01,CONFIRMED,0.013451,6201.0,0.989,1,172.0,1.45,LS+MCMC,0.0,8.10503551
